Nß lote;T°tulo;Autor;Editorial;A§o;P£blico;Idioma;P†ginas;Resumen_navarra;genero_fix;IA_Tags;Geografia_Autor;Genero_Principal_IA;Subgeneros_Limpios_IA
893N;Ehuneko ehun 100%;Monasterio, Xabier;Erroa;2011;Adulto;Euskera;100;Hauxe da, beharbada*, zure lehen liburua euskaraz. Horregatik, liburu hau euskara errazean idatzita dago. Hemen ez duzu esaldi zailik aurkituko. Esaldi guztiak laburrak eta ulergarriak* dira. Aditzak ere oso errazak dira. Eguneroko aditzak dira guztiak, aditz arrunt* eta praktikoak. Eta hitzak ere oso errazak dira. Liburu hau idazteko, oinarrizko hiztegia erabili dugu, hau da, euskarazko hitz errazenak erabili ditugu. Horrela, zuk den-dena ulertuko duzu. Hitz zailenak, orrialde honetan bezala, alboko hiztegitxo batean azaldu* ditugu euskara errazean.;masculino;aprendizaje de euskera, lenguaje sencillo, material did†ctico, glosario, iniciaci¢n lingÅ°stica;Local;No Ficci¢n;Educaci¢n/Divulgaci¢n
892N;Santiago bidearen misterioa;Morillo Grande, Fernando;Gaumin;2014;Adulto;Euskera;78;Diotenez, Santiago Bideak magia egin dezake ibiltari bakoitzaren baitan. Ulises marinel zaharra da. Bere itsasontzia hondoratu zenean, bera bakarrik atera zen bizirik, eta beldurra hartu zion bizitzari. Kemen, berriz, mutil gaztea eta irribarretsua da. Itxuraz, ezin zoriontsuagoa, bizitzaz eta bere neska-lagunaz maitemindua.;masculino;novela juvenil, Camino de Santiago, superaci¢n personal, literatura vasca;Local;Narrativa;Novela de Aprendizaje (Bildungsroman), Social/Pol°tico
891N;Atejolea eta Izaki misteriotsua.;Arana, Aitor;Gaumin;2016;Adulto;Euskera;77;Beldurrezko bi ipuin Beldurra. Zer da beldurra? Izaki misteriotsuen istorio beldurgarriak benetakoak ote dira? Beharbada ez, eta gure beldurrek sortzen dituzte. Edo beharbada gure desiren irrikek. Baina kontuz, beharbada bene-benetakoak dira. Eta egunen batean mamu bat zure logelan sartu nahian ibiliko da. Edo beharbada zure desirak betetzeko aukera duzu, baina hori ez da zuk uste bezain ona?;masculino;literatura juvenil, cuento de terror, euskera, miedo, relatos fant†sticos;Local;Narrativa;Terror/G¢tico, Relatos/Cuentos
890N;Esperando el diluvio;Redondo, Dolores;Destino;2022;Adulto;Castellano;572;Un salvaje asesino en serie. Una b£squeda hasta el £ltimo latido. Una ciudad amenazada por un diluvio. Entre los a§os 1968 y 1969, el asesino al que la prensa bautizar°a como John Biblia mat¢ a tres mujeres en Glasgow. Nunca fue identificado y el caso todav°a sigue abierto hoy en d°a. En esta novela, a principios de los a§os ochenta, el investigador de polic°a escocÇs Noah Scott Sherrington logra llegar hasta John Biblia, pero un fallo en su coraz¢n en el £ltimo momento le impide arrestarlo. A pesar de su fr†gil estado de salud, y contra los consejos mÇdicos y la negativa de sus superiores para que contin£e con la persecuci¢n del asesino en serie, Noah sigue una corazonada que lo llevar† hasta el Bilbao de 1983. Justo unos d°as antes de que un verdadero diluvio arrase la ciudad.;femenino;novela negra, asesino en serie, Bilbao 1983, investigaci¢n policial, thriller hist¢rico;Europa, Espa§a - Bilbao;Narrativa;Novela Negra/Misterio, Novela Hist¢rica
889N;La isla del †rbol perdido;Sharak, Elif;Lumen;2022;Adulto;Castellano;436;En un convulso 1974, mientras el ejÇrcito turco ocupa el norte de Chipre, Kostas, un griego cristiano, y Defne, una turca musulmana, se re£nen en secreto bajo las vigas ennegrecidas de la taberna La Higuera Feliz, donde cuelgan ristras de ajos, cebollas y pimientos. All°, lejos del fragor de la guerra, crece a travÇs de una cavidad en el techo una higuera, testigo del amor de los dos j¢venes, pero tambiÇn de sus desencuentros, de la destrucci¢n de Nicosia y de la tr†gica separaci¢n de los amantes. DÇcadas m†s tarde, en el norte de Londres, Ada Kazantzakis acaba de perder a su madre. A sus diecisÇis a§os, nunca ha visitado la isla en la que nacieron sus padres y est† desesperada por desenredar a§os de secretos, divisi¢n y silencio. La £nica conexi¢n que tiene con la tierra de sus antepasados es un Ficus carica que crece en el jard°n de su casa. La isla del †rbol perdido es una historia llena de magia sobre la pertenencia y la identidad, el amor y el dolor, y la asombrosa capacidad de regeneraci¢n a travÇs de la memoria.;femenino;Ficci¢n hist¢rica, Chipre 1974, migraci¢n, identidad cultural, realismo m†gico.;Europa, Chipre - Nicosia / Europa, Reino Unido - Londres;Narrativa;Novela Hist¢rica, Social/Pol°tico, Psicol¢gico/÷ntimo
888N;Peque§as desgracias sin importancia;Toews, Miriam;Sextopiso;2022;Adulto;Castellano;303;"Una entra§able novela sobre el amor eterno entre hermanas.
Las vidas de las hermanas Von Riesen no podr°an ser m†s dispares. La existencia de Elfrieda parece perfecta: es una pianista de renombre internacional, una mujer glamurosa y felizmente casada. La de Yolandi, en cambio, es un verdadero desastre: en pleno divorcio, a duras penas logra llegar a fin de mes y siente que sus hijos adolescentes crecen demasiado deprisa. Y sin embargo Elf no quiere seguir viviendo, mientras que Yoli dar°a lo que fuera por mantener a su hermana mayor con vida. Sentada junto a la cama de Elf en el hospital tras su £ltimo intento de suicidio, y mientras lidia con sus propias peque§as desgracias, Yoli se pregunta c¢mo transmitirle a su hermana la fuerza necesaria para seguir adelante, c¢mo resistir ella misma con el coraz¢n hecho pedazos y, en definitiva, c¢mo ayudar a alguien que desea morir.ˇ
Peque§as desgracias sin importanciaˇ guarda un equilibrio perfecto entre lo entra§able y lo desgarrador, entre la comedia y la tragedia. El genio literario de Miriam Toews logra lo imposible: desarmarnos y hacernos re°r en la cara de la desgracia. Una novela cautivadora, tierna e inteligente, cuya memorable protagonista, Yoli, lucha con todas sus fuerzas contra lo inevitable, poniendo de relieve lo fr†gil que es nuestra existencia y contagiando al lector un poderos°simo anhelo de vivir.";femenino;relaciones familiares, salud mental, narrativa contempor†nea, Canad†, suicidio;AmÇrica, Canad†;Narrativa;Psicol¢gico/÷ntimo, Social/Pol°tico
887N;La hija del mar;Castro, Rosal°a de;GaroÇ;2021;Adulto;Castellano;198;Publicada en 1853, cuenta la historia de Teresa y de Esperanza, su hija adoptiva, a quien rescataron de un misterioso naufragio. Se trata de dos mujeres que viven en Mug°a, una peque§a ciudad de Galicia envuelta en la niebla, y que pasan de la pobreza m†s absoluta a una vida llena de lujos al regresar el marido de Teresa, que la hab°a abandonado a§os atr†s. Alberto Ansot, que as° se llama, es un pirata sin escr£pulos que ha hecho fortuna comerciando con esclavos. Se enamora de Esperanza, y madre e hija acaban prisioneras en su propia casa, mientras su relaci¢n empeora por momentos y se dirigen, a la deriva, hacia un tr†gico y sorprendente final.;femenino;narrativa decimon¢nica, Galicia, drama familiar, pirater°a, relaciones de poder;Europa, Espa§a - Galicia/Mug°a;Narrativa;Novela Hist¢rica, Social/Pol°tico
886N;Vengo de ese miedo;Oeste, Miguel µngel;Tusquets;2022;Adulto;Castellano;300;Incapaz de visitar a su padre, el narrador de esta historia decide escribir sobre su familia sin contar con ese testimonio. El miedo a estar junto a Çl lo paraliza. Y as°, como una infecci¢n que lo invade todo, aflora la narraci¢n de este infierno. Su madre, una belleza de menos de veinte a§os, se dej¢ seducir por el padre, un hombre dotado de gran encanto entre las amistades y muy generoso con los que le rodeaban en el trabajo, pero un egocÇntrico maltratador en casa. En este retrato falsamente domÇstico se perfilan los inicios del turismo en la M†laga de los a§os setenta, cuando el dinero europeo de veraneantes e inversores trajo en plena dictadura una ins¢lita apertura en forma de diversi¢n y juerga, aire fresco para una sociedad que ni en sue§os habr°a imaginado noches de org°as sin fin. Miguel µngel Oeste desciende al abismo de sus recuerdos y, en una dolorosa investigaci¢n, confronta su memoria con la de familiares y conocidos para elaborar un testimonio desgarrador, que a la vez es una cr¢nica de los £ltimos cuarenta a§os de este pa°s. Un viaje en el que el miedo es el protagonista, primero como padecimiento y luego como motor de escritura.;masculino;autoficci¢n, violencia familiar, memoria hist¢rica, M†laga, dictadura franquista;Europa, Espa§a - M†laga;Narrativa;Novela Hist¢rica, Psicol¢gico/÷ntimo, Biogr†fico/Memorias, Social/Pol°tico
884N;Hierba;Gendry-Kim, Keum Suk;Reservoir Books;2022;Adulto;Castellano;480;Hierba es la historia real de una superviviente: Lee Ok-Sun, una joven coreana que durante la Guerra del Pac°fico fue explotada como Æmujer de consueloØ, el eufemismo utilizado por el ejÇrcito imperial japonÇs para referirse a sus esclavas sexuales. A d°a de hoy, aquel sigue siendo uno de los cap°tulos m†s oscuros del siglo XX. Partiendo de las entrevistas que mantuvo con Lee Ok-Sun en una residencia de ancianos, la autora ha narrado el devenir de su infancia en un ambiente extremadamente humilde, vendida sucesivamente a varias familias adoptivas, hasta que lleg¢ la ocupaci¢n japonesa y en 1942 fue trasladada a la fuerza a una base aÇrea en China.;femenino;novela gr†fica, memoria hist¢rica, mujeres de consuelo, Corea siglo XX, testimonios.;Asia, Corea y China;C¢mic;Novela Hist¢rica, Biogr†fico/Memorias, Conflictos BÇlicos/Historia
883N;Sim¢n;Otero, Miqui;Blackie Books;2020;Adulto;Castellano;447;Este libro es una vida entera. La vida de Sim¢n. Que abre los ojos en un bar, entre dos familias que no se hablan. Que crece buscando a su primo, aquel que le prometio? una vida de novela y desaparecio?. Que aprende lo que es la amistad junto a Estela. Que ensaya en restaurantes de lujo las recetas que aprendio? en el bar. Que se finge un he?roe en yates y billares. Que se obliga a caminar hacia delante en viajes que son huidas. Que se enamora demasiado y mal. Que pronto se da cuenta de que los he?roes no existen, las fortunas lo son por algo y las damas no pretenden que las rescaten. Simo?n. Que un di?a vuelve. Vuelve para empezar de nuevo, esta vez de verdad, la novela de su vida.;masculino;novela de formaci¢n, realismo urbano, Barcelona, relaciones familiares, identidad personal;Europa, Espa§a - Barcelona;Narrativa;Novela de Aprendizaje (Bildungsroman), Social/Pol°tico
882N;En los tiempos de la reina de Persia;Chase, Joan;Firmamento;2023;Adulto;Castellano;331;Tres generaciones de mujeres veranean juntas en una granja familiar situada al norte de Ohio y gobernada con mano de hierro por Lil Krauss, la matriarca del clan, cuyo temperamento †spero e indomable le ha valido el apodo de Æla reina de PersiaØ. La casa alberga la tensi¢n emocional acumulada durante dÇcadas y contiene rencores y secretos que podr°an estallar en cualquier momento. Ser†n las cuatro m†s j¢venes, Celia, Jenny, Anne y Katie, cuyas identidades y experiencias individuales se confunden en una sola voz colectiva, quienes nos adentren en el relato honesto y cautivador de sus vidas, en las que la belleza y el dolor, el sexo y la muerte, se entrelazar†n con admirable sensibilidad poÇtica. Para su abuela, sus madres y sus t°as, depositarias de una justicia moral ante la que los hombres no saben sino reaccionar con burlas, evasivas y violencia f°sica, la granja es una trampa que las mantiene presas, dejando al descubierto la cara oculta de la tierra natal, cuyos v°nculos y sujeciones discurren en paralelo a la transformaci¢n del Medio Oeste en el p†ramo comercial de la AmÇrica moderna. Para ellas, sin embargo, es un reino adictivo que poco a poco se precipita hacia su declive, a la vez que una fuente de descubrimientos sobre el deseo, la pÇrdida y el paso a la edad adulta. En los tiempos de la reina de Persia, Premio PEN/Hemingway al mejor debut de ficci¢n, es una historia de resiliencia y orgullo que avanza y retrocede musicalmente, con planos sucesivos que se repliegan sobre s° mismos y acaban solap†ndose como en un palimpsesto para ofrecernos un fresco conmovedor de la vida rural estadounidense de mediados del siglo XX.;femenino;narrativa coral, vida rural estadounidense, relaciones familiares, realismo literario, siglo XX;AmÇrica, Estados Unidos - Ohio;Narrativa;Social/Pol°tico, Psicol¢gico/÷ntimo, Novela de Aprendizaje (Bildungsroman)
881N;West End;Morella, JosÇ;Siruela;2020;Adulto;Castellano;284;Nicomedes Miranda ha pasado los primeros cincuenta a§os de su vida sin apenas salir de su pueblo. Todo el equilibro del que goza su fr†gil salud mental se lo debe a la rutina, a su vida sencilla de campo. Pero la llegada a Espa§a del turismo masivo augura para sus cuatro hijos una vida m†s pr¢spera, y la familia al completo emigra a un lugar del Mediterr†neo del que Çl no conoce ni el nombre: una isla en plena ebullici¢n que es ahora el epicentro de un cambio radical en la forma de vivir y de sentir, un aire fresco que asusta al torpe y s¢rdido tardofranquismo. Atr†s quedar†n para Nicomedes su paisaje y su oficio, sus muchos afectos y sus cada vez menos seguridades... West End nos habla del control f°sico y ps°quico que se ejerce sobre las personas, pero tambiÇn, y sobre todo, de la liberaci¢n del mismo. Sacar la cabeza de la miseria y del silencio obligatorio nos cuesta a veces la vida entera, pero tambiÇn trae consigo una alegr°a inmensa, la preciosa experiencia de alcanzar un espacio para el movimiento genuino, para el discurso limpio, para la verdadera cercan°a con los dem†s.;masculino;narrativa contempor†nea, migraci¢n interna, tardofranquismo, turismo masivo, cambio social;Europa, Espa§a - Isla Mediterr†nea;Narrativa;Novela Hist¢rica, Social/Pol°tico, Psicol¢gico/÷ntimo
880N;La novela posible;Merino, JosÇ Mar°a;Alfaguara;2022;Adulto;Castellano;260;Olvidada durante siglos, opacada por hombres artistas a los que se han atribuido los cuadros debidos en realidad a su genio, Sofonisba Anguissola fue una pintora extraordinaria que, sin formaci¢n pict¢rica ni conocimiento acadÇmico de la anatom°a, se especializ¢ en el retrato y el autorretrato, alcanz¢ un gran Çxito en su Çpoca e, instalada en Espa§a, estuvo vinculada a la corte de Felipe II. JosÇ Mar°a Merino narra en La novela posible la vida de esta pintora con todo el rigor hist¢rico, pero tambiÇn con toda la amenidad que posibilita la ficci¢n. Y la historia de esta mujer deslumbrante y su tiempo se entrelaza en el libro con otras dos, situadas en la Çpoca actual: la del propio escritor que, durante el confinamiento, escribe un diario en el que deja constancia de esos d°as inciertos y de c¢mo se inocula en Çl la semilla de la fascinaci¢n por la figura de Sofonisba, y la de una bibliotecaria que encuentra tambiÇn en la pintora renacentista un rinc¢n donde refugiarse en medio de una ruptura amorosa. En esta novela se mezclan de manera magistral los dos tiempos, el actual y el del Renacimiento, la realidad con la imaginaci¢n, la biograf°a con la autobiograf°a y la ficci¢n, y la literatura con el arte.;masculino;novela hist¢rica, metaliteratura, Renacimiento, biograf°a ficticia, autoficci¢n;Europa, Italia - Cremona / Espa§a - Madrid;Narrativa;Novela Hist¢rica, Biogr†fico/Memorias, Psicol¢gico/÷ntimo
